Frame#,Time (sec),r hfm (mm),r lm (mm),r le (mm),r gt (mm),r wrist (mm),r elbo(mm),r shoulder,l hfm (mm),l lm (mm),l le (mm),l gt (mm),l wrist (mm),l elbow (mm),l shoulder,r asis (mm),l asis (mm),forehead (mm),r foot,r shank,r thigh,l foot,l shank,l thigh ,r forearm,r upperarm,l forearm,l upperarm,pelvis,trunk,head&neck,r foot,r shank,r thigh,l foot,l shank,l thigh,r Forearm,r Upperarm,l Forearm,l Upperarm,pelvis,trunk,head&neck,Whole Body COM (mm)
178,2.97260,52.65730,123.41675,483.03178,860.75328,808.91919,1050.81891,1381.34140,33.13502,75.78755,461.90889,862.91319,814.97318,1045.85821,1382.19311,921.26566,920.31462,1516.74401,118.07951,430.66831,421.76967,123.86645,415.94038,402.47309,251.60724,338.43720,249.52405,336.37748,100.24520,464.50695,298.35832,143.18839,56.61019,63.57265,159.87900,68.17755,85.09252,105.97709,77.57439,112.29488,89.07679,36.01954,82.92129,34.85936,
179,2.98930,45.57128,104.37623,485.40253,860.52343,807.71856,1050.39053,1380.40160,33.09933,75.75085,460.80956,862.35245,816.48787,1046.23459,1382.00683,920.83840,918.89059,1515.57164,117.54524,431.51016,420.53260,124.45880,414.88600,402.30134,251.53235,338.40701,249.99862,335.86084,100.30749,464.83297,298.24116,149.98569,61.99916,63.11922,158.77078,67.25194,86.46999,105.26251,77.20046,113.22950,88.67246,35.62015,82.96053,34.68030,
180,3.00600,40.47363,91.36957,486.07887,858.76939,806.20828,1049.51015,1379.12838,32.93610,78.17143,459.70947,861.31565,817.51210,1046.11977,1381.54069,919.61815,917.33116,1514.24861,118.03222,427.25732,418.70800,125.28791,413.98410,401.88631,251.39713,338.45354,250.45565,335.56764,100.81217,465.30722,298.30165,154.45933,67.48250,62.87722,157.50929,66.21265,87.84918,104.58937,76.86960,114.11796,88.29417,35.41880,83.01048,34.55053,
181,3.02270,38.52276,78.68090,485.50285,856.97995,804.34529,1048.12974,1377.43113,32.64391,80.86883,458.61806,860.07698,818.19909,1045.39200,1380.47786,917.23333,915.72790,1513.03722,117.41719,425.09262,417.32941,123.72165,414.57267,401.49747,251.20569,338.49056,250.53114,335.29800,100.42811,465.81206,298.44678,160.00306,73.13116,62.88134,156.78567,65.47669,89.19445,103.97149,76.60902,114.93550,87.95035,35.23883,83.12570,34.54594,
182,3.03940,40.80417,68.52140,483.37600,854.76254,802.16251,1046.42706,1375.41162,32.41281,81.41747,457.36977,858.53490,818.32541,1043.86099,1378.68168,914.25298,913.58228,1511.14481,116.45691,423.03432,416.57046,123.21955,414.16267,401.17858,251.10111,338.43944,250.35138,335.09810,100.05569,466.38828,298.70589,166.23301,78.70428,63.05841,155.53794,64.52686,89.51925,103.41048,76.41504,115.73486,87.65712,34.91116,83.21160,34.52253,
183,3.05610,44.75153,61.34929,479.99487,851.63152,799.70940,1044.57177,1373.04334,32.38629,83.44308,456.01329,856.73205,817.65903,1041.82598,1376.32248,911.51839,911.24885,1508.93643,118.70392,420.91348,415.89025,123.61235,413.40553,400.87448,251.15009,338.14958,250.42649,334.82734,100.61358,466.56355,299.01045,171.96333,84.03866,63.32007,153.98211,63.31432,88.39154,102.85779,76.24914,116.48172,87.44141,34.64328,83.20767,34.55267,
184,3.07280,53.64787,55.95098,476.17025,848.27830,796.48303,1041.79007,1370.15414,32.40854,86.61559,454.63070,854.67638,816.62669,1039.67924,1373.63426,908.30616,908.57494,1507.04708,120.34332,420.27046,414.98157,123.27900,413.33445,400.45074,251.12383,338.27509,250.66153,334.32533,100.77217,466.74567,299.18338,178.90356,89.09418,63.71752,152.48577,62.08410,87.41139,102.36605,76.08651,117.15305,87.29170,34.41639,83.18020,34.73626,
185,3.08950,57.91544,55.80971,472.35929,845.75512,792.97522,1038.43671,1367.29391,32.41620,89.36642,452.84271,852.48529,815.46129,1037.11882,1370.75924,904.48655,905.10738,1504.74910,120.68914,417.20442,414.19641,123.11632,413.02207,400.30049,250.90416,338.97093,250.39704,334.03678,99.78838,467.51932,299.41562,180.99959,86.77814,64.34689,150.68766,60.68121,86.70336,101.96590,75.95885,117.72895,87.19725,33.90963,83.18823,34.86706,
186,3.10620,68.44061,56.62259,469.18361,842.20530,789.81807,1035.48117,1364.49757,32.40027,92.69740,449.74469,850.68488,813.98017,1034.42834,1367.99561,901.97728,903.54113,1502.34765,126.80728,415.05458,412.35495,123.60934,410.99636,401.75902,250.73751,339.20853,249.62267,333.98118,101.68788,466.87967,299.68726,185.34684,83.70548,64.76283,148.34758,59.04067,86.33013,101.55681,75.90926,117.98631,87.13589,33.62331,83.07816,34.95622,
187,3.12290,73.10772,56.61527,467.01578,839.42319,786.28767,1032.39203,1361.40188,32.22915,97.27365,449.18978,848.76260,812.21602,1032.30679,1365.52324,899.04876,901.15997,1500.46371,126.23173,414.97124,410.37236,124.15986,412.33993,400.60506,250.82591,339.22784,249.20116,333.64481,101.34103,466.81675,299.92160,187.50631,81.47765,65.15185,145.79179,57.33407,85.87488,101.14490,75.89173,117.97903,87.08504,33.54828,83.01044,35.11463,
188,3.13960,76.05496,55.83083,465.85481,836.95515,782.97786,1029.29162,1358.56846,31.82876,102.04001,447.06853,846.89794,810.24681,1030.62664,1363.48093,896.17112,898.91327,1498.44576,129.21681,415.75621,408.61778,124.54106,413.61317,401.07677,250.77076,339.52079,249.59728,333.28655,101.07995,467.01571,300.08072,189.00340,80.46423,65.24720,143.43017,55.53201,85.46899,100.82873,75.87987,118.00876,87.07030,33.37740,82.93694,35.18366,
189,3.15630,72.04681,53.61498,465.50462,834.97500,780.47892,1027.00859,1356.27074,31.60154,106.03885,444.79233,844.95539,808.18294,1029.40971,1361.72304,893.84591,896.86678,1496.57578,126.39842,417.37131,407.41650,125.56758,414.34078,401.58539,250.78490,339.50688,250.35485,332.73712,101.01333,467.29026,300.25730,188.38387,80.69325,65.06675,140.48826,53.54442,85.16529,100.58006,75.87903,117.92186,87.09666,33.24991,82.82359,35.21014,
190,3.17300,65.63395,50.11930,465.29088,833.09816,778.27962,1025.27564,1353.97883,31.52827,111.50085,442.70361,843.06336,805.97905,1028.56558,1359.85526,892.17096,894.13909,1495.29449,127.20540,419.29919,406.72565,415.99193,730.29153,401.87396,251.12618,338.93376,251.18694,331.70096,100.88187,467.59544,300.96347,187.00463,81.94334,64.72252,184.34608,37.31049,85.01364,100.41603,75.87686,117.61608,87.13520,33.08383,82.64765,35.32011,
